time,username,message
1334,02cthomas,not KO switch type
1341,02cthomas,switch type
1348,02cthomas,switch the type
1383,02cthomas,Superstar KO and switch type to Exhibition
1566,02cthomas,switch game type to Exhibition
117,04ktori,shut that shit up
3216,0Mr_AJ0,?
3224,0Mr_AJ0,😔 clipfarm
3238,0Mr_AJ0,clip farming
3383,0Mr_AJ0,qb sneak
4371,0SamaJuan,huhhh??
7532,0z_ozone,tax evading
7715,0z_ozone,too much gooning
8293,0z_ozone,Bro farming the Yes! friend chats
8766,0z_ozone,bro got scammed
8774,0z_ozone,its 9 mf
4751,100samm,bro watch game awards
183,106an,DOGSHIT
186,106an,YES!! DAD
195,106an,Yes! MIKE
203,106an,laughing hard laughing hard laughing hard laughing hard laughing hard laughing hard laughing hard laughing hard
210,106an,?????
226,106an,WTF
5447,10_yr_old_radish,look at predictions
5473,10_yr_old_radish,look at the predictions
774,111galaxyhunter111,xD
295,1234caseohsiscool,😔 caper
8468,123yoitsmeyoyo,me
8469,123yoitsmeyoyo,e
8480,123yoitsmeyoyo,ne
319,156246768,LMAO 🤣🤣🤣
104,1Bibby,YES!!!!!
1959,1Luichi,bro takes the worse game siege seriouss but not any other game
2252,1NateReed,how does EA not even know how there own damn game works lmao
3073,1NateReed,bro stop yelling my gofd
5161,1_mf___,yres
180,1i1ri1ey,adddddd
8748,1ijake,here we go
56,1up_evo,YES!!
1147,1xPxlar,yes
4720,1xTURTLE,TOOOOOOOOFUNNNNNYYYYYY
4731,1xTURTLE,SOLD
3947,200_dark,Yo don't let the haters get to you man. I love you
1639,21feq,or go to play now and invite them
4722,220eazy,😔
235,2423523523153525342565,VISE
1376,25414hunter,google it
1246,262brando,AYF
1252,262brando,N AYF 😔
2911,262brando,AURA
2956,262brando,LMAOOOO
3415,262brando,Yes! confident and assertive
3418,262brando,WHAT A confident and assertive
3599,262brando,ELMO LAUGH
3641,262brando,Yes! RAID
4404,262brando,Yes!
7656,262brando,about 500 predicts with “13k” viewers
7711,262brando,12k view bots is nuts
7746,262brando,lower fat ass
7793,262brando,12.5k view bots
7816,262brando,LOOK AT PREDICTS DUMBASSES ITS ONLY 500 PEOPLE OR SO
7862,262brando,244 votes for jynxzi 252 for sketch
7889,262brando,500 viewers
472,2AMGhostWr,ready to game cringy ass
476,2AMGhostWr,Late
587,2AMGhostWr,UR GONNA LOSE BECAUSE YOUR ASS SHUT IP
7237,2_kyrie,You got scammed
3815,2famous_kaleb,pickyyyyyuuu
3824,2famous_kaleb,poopy
2130,2j_jared,nah this shit lame now
2135,2j_jared,😔😔😔😔😔😔
2138,2j_jared,😔😔😔😔😔😔
2157,2j_jared,yo Jynxzi get someone with a fucking brain to help
2438,2kSavage2310,yeah this is chalked
2638,2kcilar,🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅
3530,2xstinky,Bucs ontop
1637,2youngmas,ngl
1639,2youngmas,nfl
6767,313Astoroc,15k bruhcrying hard
3332,313snifffn,yoooo
7223,313wakil,cash out Vick won
7229,313wakil,pay up
7300,313wakil,Mick won
268,321_calyb,Lvaper
6038,3hares,BakerShitfield
6057,3hares,Yes!
6157,3hares,Yes! 󠀀
6161,3hares,LETSGO
6188,3hares,absolutely hilarious
6191,3hares,BAD AIIIIm
6225,3hares,"too too easy, no challenge"
6590,3hares,selling
6796,3hares,HUH sketch?
6950,3hares,uncontrollable laughter
6957,3hares,uncontrollable laughter baby kick
7201,3hares,monkaW
7231,3hares,mike pulled the ethernet cord
7280,3hares,UUH
7286,3hares,UUH 󠀀
7398,3hares,cokebert
7453,3hares,LockedIn
7724,3hares,SNIFFA
7739,3hares,SNIFFA 4
7756,3hares,WutFace put them dawgs away
7840,3hares,cooked
7852,3hares,uncontrollable laughter
7864,3hares,dookied on ya
7879,3hares,this game ICANT
8421,3hares,pre crashout
8458,3hares,Yes!
159,440mikey,imagine being mike Vick playing this guy laughing uncontrollably
348,440mikey,time for a new chair laughing uncontrollablylaughing uncontrollablylaughing uncontrollably
275,46754676,jynxziVapeBreak
283,46754676,jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak
459,46754676,vape
2869,4ethanzzz,dak
2871,4ethanzzz,dakkk
2874,4ethanzzz,dakkkk
949,4r3al,CAP
3036,4wardslash,HUMBLE AND HUNG
547,55cdub,😅😅😅😅
882,5iftyballju,SUPERSTAR KIO
3081,5star_Choppa,stop yelling fatty
1070,60inchclip,KSI DROPPED
1240,60inchclip,JYNXZI KSI SONG
1250,60inchclip,KSI DROPPED SONG
1289,60inchclip,KSI NEW SONG
1373,60inchclip,KSI
380,64838363,GET OY
385,64838363,GET OUT
6924,64838363,ohio logic
7041,64838363,ohio game
2040,69drpp,Capppp
2061,69drpp,Talking to EA
2072,69drpp,talk rush
3103,69drpp,bro acting beta af
3107,69drpp,meow
3231,69drpp,sketch ass shorts
3256,69drpp,add break
6289,69drpp,mf disrespectful
1200,6ryuzo,6 ads i just tuned into the live
1212,6ryuzo,TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati
1528,6ryuzo,next segment please
2042,6ryuzo,😔
2062,6ryuzo,i promise you it’s not rocket science holy shit
2868,730H,bro looks asking users to like a washed up assistant coach
3223,730H,LMFAOOO
4056,730H,bro's life is one long clip
4190,730H,ayo
4847,730H,zesr zesr zest
4994,730H,bro got cooked
5083,730H,lmao
5302,730H,YES! speech strat
5313,730H,FA7
5366,730H,damn 100 big ones
5620,730H,put it here
5646,730H,mike likes sketch ahaha
7376,730H,hivise dont know you g
442,74_humble,love u from Morocco
257,77MeowMeow77,😔 vaper
263,77MeowMeow77,VAPE BREAK
412,77MeowMeow77,gooner
470,77MeowMeow77,i enjoyed the song jynxi
8774,7beachy,payout
106,81vale,YES!!
4944,8jacks895,jynxzi theres a new elden ring are u gonna play that?
2193,999Quavo,bro call someone lmao
5772,9arkerr,RUN IT BACK PASS TO A
7347,9arkerr,Yes! refund
920,AIShmack,quick
941,AIShmack,listen to AI. quick then custom
707,AJBNAO,pussy sketch
726,AJBNAO,goofy boy
1105,AJBNAO,jonko smells asking users to like my grandmas butthole
1110,AJBNAO,jfhhfo
1111,AJBNAO,dox
1180,AJBNAO,😔 ads
139,AJ_9590,CLIPPPPP FARMMMM
3339,AL_0216,HURDLE
95,ANDREWBASHER,endddd
110,ANDREWBASHER,endddddd
114,ANDREWBASHER,end dddd streammm
120,ANDREWBASHER,late fate
125,ANDREWBASHER,later fatty
129,ANDREWBASHER,fat
131,ANDREWBASHER,ur fat
133,ANDREWBASHER,fat ass
137,ANDREWBASHER,fat cheeks
152,ANDREWBASHER,fatty fat cheeks
181,ANDREWBASHER,u are fat
188,ANDREWBASHER,Yes! MUNDANEEE
195,ANDREWBASHER,MUNDANE MIKEEE
203,ANDREWBASHER,MUNDANEEEEEEEEEEEEEEEEEEE
211,ANDREWBASHER,Yes! MUNDANEEEEEEEEEEEEEEERRREREEEEE
217,ANDREWBASHER,MUNDANESESESSSSSS
255,ANDREWBASHER,😔
257,ANDREWBASHER,😔 VAOER
266,ANDREWBASHER,😔 VAPE
275,ANDREWBASHER,😔 GAPEEREE
280,ANDREWBASHER,😔 Vperrrrrr
286,ANDREWBASHER,😔 VAPE MAN
289,ANDREWBASHER,😔 VAPERR
299,ANDREWBASHER,WHY YOU START TAKING THEM OUT
305,ANDREWBASHER,why you take em out
335,ANDREWBASHER,BRO TOOK THE VAPE 😔 VAPERRRRR
342,ANDREWBASHER,😔 VAPERRRRR
350,ANDREWBASHER,WHY YOU TAKE IT THE VAPE
358,ANDREWBASHER,YOU ARE 😔 VAPE R
474,ANDREWBASHER,LATE
477,ANDREWBASHER,LATEEEEE
481,ANDREWBASHER,LATEEEEEEEEEEEE
484,ANDREWBASHER,😔 LATE
499,ANDREWBASHER,STOP SPEAKING
509,ANDREWBASHER,YOUR FAT
513,ANDREWBASHER,YOU ARE FAT
515,ANDREWBASHER,FAT ASS
525,ANDREWBASHER,SHUT YOUR FAT ASS UP
528,ANDREWBASHER,FAT PRICK
532,ANDREWBASHER,😔 FATTY
546,ANDREWBASHER,SKETCH BETTER
558,ANDREWBASHER,Yes! SKETCH
565,ANDREWBASHER,YES!!!!! SKETCHYGH
581,ANDREWBASHER,😔 JUNKO
595,ANDREWBASHER,😔 VAPER
599,ANDREWBASHER,😔 VAPEEEEEEEEE
635,ANDREWBASHER,😔 JUNZXI
651,ANDREWBASHER,FATTY
654,ANDREWBASHER,fat ass
660,ANDREWBASHER,u are very fat.
667,ANDREWBASHER,obcd
680,ANDREWBASHER,junko obese
685,ANDREWBASHER,mutes
688,ANDREWBASHER,muted
694,ANDREWBASHER,muteddd
705,ANDREWBASHER,MUTEDD
712,ANDREWBASHER,MTED
719,ANDREWBASHER,MUTD
739,ANDREWBASHER,😔 BAOER
741,ANDREWBASHER,VAPER
745,ANDREWBASHER,😔 VAPER
748,ANDREWBASHER,UR A VAPER
760,ANDREWBASHER,VAPE
776,ANDREWBASHER,😔 Vper
780,ANDREWBASHER,bros losing
786,ANDREWBASHER,ONG BROS LOSING
791,ANDREWBASHER,RUN PREDICTIONS
797,ANDREWBASHER,MY POINS SAFE
817,ANDREWBASHER,OMG
819,ANDREWBASHER,Yes! DAVEEEE
822,ANDREWBASHER,Yes! JYNZXI
825,ANDREWBASHER,Yes! DAVE
828,ANDREWBASHER,Yes! JYNZXX
843,ANDREWBASHER,DAVE Yes! JYNZXI Yes! MUSIC TASTE
865,ANDREWBASHER,Yes! DAVES
867,ANDREWBASHER,DAVE
910,ANDREWBASHER,Quick play
917,ANDREWBASHER,QUICK
931,ANDREWBASHER,QUICKPLAY
940,ANDREWBASHER,😔 IQ
943,ANDREWBASHER,DUMBASS
948,ANDREWBASHER,😔 IW MAKE IT BETTER
1091,ANDREWBASHER,scary guy
8106,APA_Goat,falloff of the century
2048,AR0D330,CatintheChat LightsBlink CatintheChat LightsBlink CatintheChat LightsBlink
2723,AR0D330,chads about go crazy
353,ASUTORO101,PLEASE SHIP THEM TO ME !!!!!!!!!!!!!!!1
7836,AW3PLAYS,😔
8775,AW3PLAYS,awful stream
1090,AWWDIDTHATHURTU,stinky winky
434,AYRACC,fire
8257,A_Farewell_Fix,laughing hard
8414,A_Farewell_Fix,laughing hard laughing hard
8468,A_Farewell_Fix,Meeeeee
8713,A_Farewell_Fix,TNF is a snoozefest byonight
432,Absolom94,banger
354,AcceVon,NOO I HAVE ADS AGAIN
1524,AceCyph3r,PAF/NFL/Exibition/2v2
51,Ace__2xx,late
945,Aceamaa,superstar
957,Aceamaa,superstar KO then u can switch to classic and play as teams
985,Aceamaa,superstar ko then u can change setting to classic
1026,Aceamaa,quick play—> superstar ko —> 2v2 PAF
1039,Aceamaa,quick play—> superstar ko —> 2v2 PAF.
1588,Aceamaa,cancel bro
1614,Aceamaa,dude
1638,Aceamaa,NFL
1645,Aceamaa,NFL MODE
1771,Aceamaa,you’re good to go they just gotta put in password
427,AdistheLgend,yep
580,AdistheLgend,your not a QB
591,AdistheLgend,laughing hard
626,AdistheLgend,TwitchConHYPE
902,AdistheLgend,nooo
1805,AdistheLgend,Seahawks
1924,AdistheLgend,nope
6602,Af1ow,YES!!!!!
323,AiMiNgTeE,bro check the house
2059,Aikaa4,DOESNT WORK
8418,Alarassian,fake stream
8436,Alarassian,because you are terrible
396,Alexskittles900,😔
312,AlfieEAZ,😔 skit
328,AlfieEAZ,jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak
329,AlfieEAZ,jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak
330,AlfieEAZ,jynxziVapeBreak jynxziVapeBreak
332,AlfieEAZ,jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak jynxziVapeBreak
343,AlfieEAZ,😔 VAPE
347,AlfieEAZ,😔 VAPE ADUCT
361,AlfieEAZ,😔 VAPE ADICT
382,AlfieEAZ,NEXT SEGMENT
400,AlfieEAZ,blud has lost the plot
407,AlfieEAZ,holy glaze
411,AlfieEAZ,holy vape
665,AlfieEAZ,😔😔😔 VAPE BREAK
673,AlfieEAZ,confident and assertive CRYING
688,AlfieEAZ,TURN DOWN MICROWAVE
2364,AlfieEAZ,stompgLhk stompgLhk stompgLhk stompgLhk stompgLhk stompgLhk stompgLhk stompgLhk
2373,AlfieEAZ,jynxziFALL jynxziFALL jynxziFALL jynxziFALL jynxziFALL
2464,AlfieEAZ,g1ngeSorrEH g1ngeSorrEH g1ngeSorrEH g1ngeSorrEH
2467,AlfieEAZ,g1ngeYaGone g1ngeYaGone g1ngeYaGone g1ngeYaGone g1ngeYaGone
2628,AlfieEAZ,🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅
2632,AlfieEAZ,🍅🍅🍅🍅🍅🍅🍅
2634,AlfieEAZ,🍅🍅🍅🍅🍅🍅🍅🍅
2635,AlfieEAZ,🍅🍅🍅🍅🍅
2636,AlfieEAZ,🍅🍅🍅🍅
2639,AlfieEAZ,🍅🍅🍅🍅🍅🍅
2641,AlfieEAZ,🍅🍅🍅🍅🍅🍅🍅🍅🍅
2643,AlfieEAZ,🍅🍅
150,Alfie_Cheeky,LATEEE
245,Alfie_Cheeky,CLIPFARMMM
3391,AlphaSelsor,stop with the obnoxious shit
90,Alumaday,YES!!
2082,Aluziiii,😔😔
2089,Aluziiii,😔😔😔😔😔😔
8519,AlwaysL8te,me pls
8600,AlwaysL8te,me plz
5399,AndrewN621,hurry up fat fuck
917,AngelDaCaster,go to quick play
920,AngelDaCaster,quick play
924,AngelDaCaster,quick play bud
940,AngelDaCaster,quick play Dumby
1380,AngelDaCaster,go to settings
1385,AngelDaCaster,go to settings bud
1651,AngelDaCaster,make your own
1656,AngelDaCaster,make your own dumby
1761,AngelDaCaster,give it to Vick and Ocho not sketch dum ass
1776,AngelDaCaster,your dumb as fu
1792,AngelDaCaster,y ok send it to Ocho and Vick
1824,AngelDaCaster,Your dumb
1826,AngelDaCaster,bucs suck
1830,AngelDaCaster,your terrible
1833,AngelDaCaster,your buns
1845,AngelDaCaster,You fucking suck at madden
1858,AngelDaCaster,you suck *******
1866,AngelDaCaster,Bucs is terrible
1870,AngelDaCaster,Bucs are so bad
1880,AngelDaCaster,Mike Evan’s is terrible
1884,AngelDaCaster,your stupid
1890,AngelDaCaster,I’m leaving
1893,AngelDaCaster,I’m gonna leave
1902,AngelDaCaster,I’m gonna leave dumb ****
1912,AngelDaCaster,no you shouldn’t
1929,AngelDaCaster,You got carried by Tom Brady dumb***
2105,AngelDaCaster,booooooo
2106,AngelDaCaster,😔
2113,AngelDaCaster,😔😔😔😔😔😔
2116,AngelDaCaster,😔😔😔😔😔😔
2119,AngelDaCaster,😔😔
2120,AngelDaCaster,😔😔😔
2123,AngelDaCaster,😔😔😔
2127,AngelDaCaster,😔😔😔😔😔😔
2129,AngelDaCaster,😔😔😔😔😔😔
2137,AngelDaCaster,😔😔😔😔😔😔
2139,AngelDaCaster,yes
2142,AngelDaCaster,Yes!
2181,AngelDaCaster,Call Vise
2185,AngelDaCaster,Call Vise omg
2191,AngelDaCaster,Yea
2195,AngelDaCaster,Yes Yes
2206,AngelDaCaster,Google it
2228,AngelDaCaster,He is wepng
2231,AngelDaCaster,He wrong
2463,AngelDaCaster,😔😔😔
2466,AngelDaCaster,😔😔😔😔😔😔
2469,AngelDaCaster,😔😔
2470,AngelDaCaster,😔
2475,AngelDaCaster,😔😔😔😔😔😔
2480,AngelDaCaster,😔😔😔😔😔😔
2487,AngelDaCaster,😔😔😔😔😔😔
2494,AngelDaCaster,😔😔😔😔😔😔
2502,AngelDaCaster,😔😔😔😔😔😔
2508,AngelDaCaster,😔😔😔😔😔😔
2522,AngelDaCaster,😔😔😔😔😔😔
2571,AngelDaCaster,EA needs to learn how to make a fucking game
2698,AngelDaCaster,you lost
2700,AngelDaCaster,RIP
2872,AngelDaCaster,lamar
2004,Apple832_,no
2039,Apple832_,😔
1607,ArRektYew,un ready
3640,Arche1ype,Sending positivity from Oregon
2636,Arctic_GOMD,Duckass
378,Aristotle_10,what the heck
430,Aristotle_10,Yes!
436,Aristotle_10,YES!! song
82,Arkhamfanboi,?
177,Arkhamfanboi,It's free weekend
227,Arkhamfanboi,Yes! script
240,Arkhamfanboi,Leaked
266,Arkhamfanboi,Ofc
348,Arkhamfanboi,Cap
362,Arkhamfanboi,Cappp
811,Arkhamfanboi,Uhhhhh
5586,Army_of_Llamas,atl 2ez
7411,Army_of_Llamas,best song btw
207,AshxnOne,scripted
232,AshxnOne,is that hivise
2064,AshxnOne,thats ass bro
2419,AshxnOne,..........
2878,AshxnOne,bengals galzer
2904,AshxnOne,.................
3052,AshxnOne,can u not scream at these nfl legends please
3334,AshxnOne,chill bro chill
4881,Asianduksauce87,confident and assertive talking to you
2702,Aspect__Twitch,EA fucking BLOWS
2722,Aspect__Twitch,LMAOOO
2740,Aspect__Twitch,holy bro
2843,Aspect__Twitch,are you serious? air it out
2904,Aspect__Twitch,LMAO
3078,Aspect__Twitch,tweaking
3112,Aspect__Twitch,YES!!
197,AspektArkham,get to work fat man
213,AspektArkham,😔 stream
1206,Aura_Nezi,NOT KO
1362,Aura_Nezi,go to ssko
1405,Aura_Nezi,GET THE MADDEN 25 SHIT OFF MY SCREEN I DONT WANA SEE THIS
873,AustinGodwin5,superstar ko
975,AustinGodwin5,wrong
978,AustinGodwin5,wronf
1130,AustinGodwin5,click it
1134,AustinGodwin5,dumbass
44,AvexironTwitch,mr fat
47,AvexironTwitch,fatass
59,AvexironTwitch,muted
3284,Aviseyy_,😔 fucking ads
3294,Aviseyy_,been in here 15 mins and had 18 ads
480,AyresIV,Jon bellion is goated
3080,AyyoTroy,bro they not fw u yelling
1441,Azardzz,"go to quick play, go to Superstar K O, let that load up, change the mode to NFL. type expedition or Super Bowl run, change the players to 2 v two"
1557,Azardzz,change the type from ko
1584,Azardzz,yesssss
1591,Azardzz,play
1595,Azardzz,ready up
1620,Azardzz,nfl
1624,Azardzz,nflll
1626,Azardzz,nfllllll
1632,Azardzz,nflllllll
1662,Azardzz,yall dumbasf
486,BIGGS_07,at work ready to see this heat
8654,BIG_fat_JYNXZI,you can’t fill charge it’s fat ass
8760,BIG_fat_JYNXZI,😔 steam
8762,BIG_fat_JYNXZI,😔
8770,BIG_fat_JYNXZI,Not even og
8779,BIG_fat_JYNXZI,you are not even OG
47,BL00DFL0,dog killer
55,BL00DFL0,KILLS DOGSSSS
65,BL00DFL0,KILLS DOGS
75,BL00DFL0,DOG KILLER RRRRRR
8472,BLOUISBABY,me
3218,BMBxSwxsh,???
8081,BOMB3R54,ofc he says cock
8117,BOMB3R54,BOOOOOOO
80,BW_Chaos,Yes!
96,BW_Chaos,i hate the way you look
622,BZRKonTTV,bro has not washed his jersey crying hardlaughing so hard it hurts
633,BZRKonTTV,bro has not washed that jersey
8465,BZRKonTTV,meee
8467,BZRKonTTV,meeee
8469,BZRKonTTV,neee
3411,Babyunreal,oh hell no
6790,Babyunreal,LMAOO WHAT
6867,Babyunreal,you're not in a edit lil guy
2651,BadWolfieCola,😔 chat ong. yall a bunch of fuckin crybaby’s I stg
70,Bagel1guy,hi
178,Bagel1guy,ruff ruff
182,Bagel1guy,cap
191,Bagel1guy,🧢
200,Bagel1guy,Yes! dad
263,Bagel1guy,😔 vape
1581,Bagel1guy,nitema15NewHype
94,Bakci_,what
3124,Balbi63,Yes!
3153,BallenJonsey,vick blazed out of his mind
404,BeaRAttaXs,Mad Vesty
1626,BeaRAttaXs,NFL
8627,BeanieMan721,the doink
1176,Beankampp,size 2v2
1197,Beankampp,suesss
1211,Beankampp,ok offf
1216,Beankampp,ko off
1219,Beankampp,ko pff
1226,Beankampp,ko offf bot
1235,Beankampp,dude type
1242,Beankampp,look at type
1246,Beankampp,you bot
1252,Beankampp,type
1260,Beankampp,bro type not mode
1266,Beankampp,omg your a bot
1270,Beankampp,btoooooo
1293,Beankampp,broooo change the type not mode
1314,Beankampp,broooo change the type not modee
1324,Beankampp,dueeeeee
1329,Beankampp,vice
1493,Beankampp,bro
1513,Beankampp,🤦‍♂️
1545,Beankampp,ko offf
1548,Beankampp,ko off
1553,Beankampp,you bot
334,Bearded_Bard479,Yes! clip farm
1887,Beardo_Mode,YOU PICKED THE FUICKING TACHANKA OF MADDEN TO PLAY \
7768,Beardo_Mode,NOW MY ROOM STINKS DICKHEAD
1052,Bearr4559,jynzxi stinky
317,BeezyMcGeezy,Nobody believes your script
470,Benjii50,you’re perfectly on tie
910,Benjii50,THATS IS
929,Benjii50,CLICK SUPERSTAR MOTHERFUCKER
6115,Benjii50,OCHO FALLING ASLEEP OVER THERE
8374,BetOnChase,Face cam in the way
8492,BetOnChase,😔😔😔😔😔😔
23,Bielbyy,😔 stream
32,Bielbyy,fat
238,Bielbyy,😔 script
229,BigAub,Cheer100
4899,BigDaddyB76,FRUITCAKE
1600,BigJohn20201,You are a dumb***
1859,BigJohn20201,Fat
1882,BigJohn20201,Yes! sketch
2219,BigJohn20201,😔 Ea
4725,BigJohn20201,Should’ve kept straight
4773,BigJohn20201,RUN IT
4807,BigJohn20201,Run the dang BALL
4821,BigJohn20201,YES!
4995,BigJohn20201,😔 outcome
8483,BigTaz5220,meee
1796,Bigboss98888,🍅🍅🍅
1809,Bigboss98888,🍅
1811,Bigboss98888,🍅🍅🍅🍅
1813,Bigboss98888,🍅🍅🍅🍅🍅
1818,Bigboss98888,🍅🍅🍅🍅🍅🍅🍅
2663,Bigshet21,LIONS
2684,Bigshet21,LIONSs
1066,Billiebooxo,Jynxzi is stinky
1448,Billiebooxo,omg about to leave this is so annoying
7740,Billiebooxo,1 and 4
8775,Billiebooxo,😔
1056,Billysfox,stinky
4391,Bitofastinker,jynxziFAT jynxziFAT jynxziFAT
8231,BizarrePurpleDream,as he continues to score laughing hard
3079,Bizo_3,stop yellin
3365,BlaczilianKisses,Be quiet
23,BladeBatter100,Yes!
145,BladesMatt18,Yes! junk
152,BladesMatt18,wsp
7856,BladesMatt18,hahah
7890,BladesMatt18,YES!!
49,Blakeifurenjoyer,Yes!
52,Blakeifurenjoyer,YES!!
54,Blakeifurenjoyer,YES!!!!!
66,Blakeifurenjoyer,late fatass
228,Blakeifurenjoyer,thought you weren’t drinking again fatass
938,Braedenhill,cap
3994,Braybraybam,watch game arwrda loser
4007,Braybraybam,watch game awards loser neo now now loser
4843,BreezyOMP,YES!!!!!
5035,BreezyOMP,DAVE is GlitchLit GlitchLit GlitchLit GlitchLit GlitchLit GlitchLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit
431,Brettostoich,next segment
92,Buddy19235,can I lick ketchup of your tits
118,Buddy19235,end stream now
160,Buddy19235,can you whip out your bussy
341,Buddy19235,bro it is going to be asking users to like fighting dogs on the field
8164,Buddy19235,hi
8746,Buddy19235,fight
8751,Buddy19235,dog fight
2473,Bugcats134,dumpster fire
8770,Bugcats134,😔 end
2160,Buio_ZEN,2v2 way to better
6488,Buono55,so were in copper
267,BurenMaynor,WHAT
5284,BurlyBigJ,Wowee
229,Burrito1523,Yes! script Yes! script
8466,BurrowzzTV,me
6607,Buster9O,OOOO
715,ButTickIer,RIZZLER DROPPED
720,ButTickIer,RIZZLER DROPPED FATASS
921,ButTickIer,madden news
2567,ButTickIer,😔😔😔😔😔😔
2264,Byzikz,junko the code does work they are doing it wrong I used to do 2v2 with my friends all the time
1100,C3Zebra,Superstar KO
1998,C3Zebra,this will work
2009,C3Zebra,did you give them the password
2021,C3Zebra,no
2197,CALIisBORED,Suck my chocolate starfish you fat fuk
168,CASEOHISLOSINGTHEBUISNESS,yoooooo
172,CASEOHISLOSINGTHEBUISNESS,wsg pops
180,CASEOHISLOSINGTHEBUISNESS,ay unc lock in
304,CASEOHISLOSINGTHEBUISNESS,sure sureee
4042,CBgamingGrind,pauae
4051,CBgamingGrind,oh hell naw
1070,CBizHop,peeeee Uuuuuu
42,CDubbie19,what up bitch
68,CDubbie19,Merry Chrysler fat boy
784,CDubbie19,turn in game volume down ya fucking worm
1043,CGG35_,pissing me off how stupid u are
3228,CHEESYCHOWDER,wtf
3131,CHILDRENSTEAL3R,evb
3373,CHILDRENSTEAL3R,I JS GOT 9 ADS HELP
7165,CHILDRENSTEAL3R,are you serious? I js got 7 ads
7420,CHILDRENSTEAL3R,Shart
7825,CHILDRENSTEAL3R,I’m gonna microwave myself
2787,CM_Ellis,stop yelling
3096,CM_Ellis,stop yelling...he is a grown ass man
3101,COFFEEVERT_,23 yrs old screaming at nfl players
266,CRlTlCALLL,Lying
308,CRlTlCALLL,My friend would suk those down in a week
4941,CallMiiChad,tomato
870,CallemDez_,SUPERSTAR KO
907,CallemDez_,superstar
943,CallemDez_,click superstar then set mode to paf
974,CallemDez_,wrong shit
1091,CallemDez_,superstar for multiple people
1118,CallemDez_,turn it to paf exhibition
1148,CallemDez_,superstar ok then turn it to paf then turn it to exhibition
1225,CallemDez_,take it off ko go to the right on it
1258,CallemDez_,keep it nfl then go to exhibition
1363,CallemDez_,it’s on the type on superstar ko
1608,CallemDez_,there is going to have to be a matching password on paf and then it will search for a game while they will be in a separate lobby
1632,CallemDez_,it’s your on password
2043,CallemDez_,😔 stream already
2055,CallemDez_,fuck no
2159,CallemDez_,I got you if you listen
2187,CallemDez_,yes
2215,CallemDez_,let me lead you to victory fuck ea
2235,CallemDez_,I got you
2243,CallemDez_,moldy doinks
2290,CallemDez_,add me to a party I got you
1771,CallsignViperrr,4 󠀀
4222,CallsignViperrr,GOONER
4291,CallsignViperrr,GOONER 󠀀
4360,CallsignViperrr,ruf ruf
7329,Cam5cc,RUN FORTNITE DUOS
504,Cam_Pos54,BratChat BratChat
505,Cam_Pos54,BratChat BratChat BratChat BratChat BratChat BratChat
507,Cam_Pos54,ChewyYAY ChewyYAY
509,Cam_Pos54,TWITH
2103,Camdenmeals,😔
2112,Camdenmeals,noooo
2178,Camdenmeals,yes
2481,Camdenmeals,2v2
2484,Camdenmeals,wtf
2773,Camron_007,Wakey wakey mods.
2780,Camron_007,Crackhead
2800,Camron_007,Lower the mods salary
2933,Camron_007,"My favorite swear words are Bollocks, shit and fuck"
3306,Camron_007,Pls don't leave twitch shootist
3362,Camron_007,Fake laugh
3418,Camron_007,Fake ass laugh
2729,CaptainCrunchLover911,huh
1702,CaptainRummi,emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD
1968,CaptainRummi,emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD
2013,CaptainRummi,emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD
2978,CaptainRummi,emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD emiruREALLYMAD
3134,CaptainRummi,why you here bro?
219,CarTii_ttv,Yes! script
3599,CarlWheezR6,dead chat
3848,CarlWheezR6,risky
4716,CarlWheezR6,SOLDDDDD
4828,CarlWheezR6,LOMAOOOO
5260,CarlWheezR6,cope
5588,CarlWheezR6,lore accurate
5795,CarlWheezR6,LMAOOO
6602,CarlWheezR6,LMAOOOO
4121,CarrotsareVERYyummy,sketchs chat is fucking awful
4189,CarrotsareVERYyummy,holy zest
4219,CarrotsareVERYyummy,LMAO
4341,CarrotsareVERYyummy,YEAAAAA
1717,CasperThaBaller,2 autistic men vs ex pros
2196,CatahCurry,YES PEP NIPS
2067,Cbottorff19,double elimination
3062,Celunas,stop screaming are you serious?
1296,Cfcfan11,change the type you clown
